Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Value/alpha
-0.7022860050201416,0.0,195.5800018310547,-0.6622648239135742,0.0,185.5454559326172,10.0,0.0003000000142492354,66000.0,0.24974648654460907,0.011990532279014587,0.00020554580260068178,4.2582149035297334e-05,-0.2503136992454529,16064.9912109375,1244.7039794921875,67.16124725341797,73.1520004272461,1385.0465087890625,4.331984519958496,0.0005000000237487257
-0.7174879312515259,0.0,194.94000244140625,-0.6698094010353088,0.0,186.75,11.0,0.0003000000142492354,72000.0,0.26174411177635193,0.011997625231742859,0.00020430746371857822,-1.2383388821035624e-06,-0.2621786892414093,17477.5703125,1212.5806884765625,68.29652404785156,131.65892028808594,1412.5648193359375,4.247592926025391,0.0005000000237487257
-0.704561710357666,0.0,192.67999267578125,-0.6813548803329468,0.0,187.76922607421875,12.0,0.0003000000142492354,78000.0,0.2719419300556183,0.010197818279266357,0.00021103423205204308,6.726768333464861e-06,-0.2723219692707062,19148.376953125,1564.3358154296875,75.42853546142578,30.995019912719727,1670.7882080078125,3.5911195278167725,0.0005000000237487257
-0.6611402630805969,0.0,188.1199951171875,-0.6877240538597107,0.0,188.64285278320312,13.0,0.0003000000142492354,84000.0,0.2835933566093445,0.011651426553726196,0.00022880230972077698,1.7768077668733895e-05,-0.28383076190948486,20326.123046875,1083.0416259765625,62.47881317138672,32.18390655517578,1177.7327880859375,5.094534397125244,0.0005000000237487257
-0.6529714465141296,0.0,189.25999450683594,-0.6965235471725464,0.0,189.39999389648438,14.0,0.0003000000142492354,90000.0,0.2916897237300873,0.008096367120742798,0.00018847896717488766,-4.032334254588932e-05,-0.29199862480163574,21720.01171875,1303.3309326171875,61.306270599365234,29.203142166137695,1393.8687744140625,4.304565906524658,0.0005000000237487257
-0.5630524158477783,0.0,181.8000030517578,-0.7039227485656738,0.0,190.0625,15.0,0.0003000000142492354,96000.0,0.29579946398735046,0.004109740257263184,0.000199006317416206,1.0527350241318345e-05,-0.2961362600326538,23074.677734375,1258.67529296875,62.35746383666992,33.58879470825195,1354.649658203125,4.429189205169678,0.0005000000237487257
-0.6714398860931396,0.0,189.5399932861328,-0.7101756930351257,0.0,190.64706420898438,16.0,0.0003000000142492354,102000.0,0.2956545948982239,-0.00014486908912658691,0.0002058099489659071,6.803631549701095e-06,-0.2954983413219452,24645.65234375,1472.177490234375,70.40819549560547,28.3431453704834,1570.95703125,3.8193280696868896,0.0005000000237487257
-0.6088117957115173,0.0,184.02000427246094,-0.7169332504272461,0.0,191.1666717529297,17.0,0.0003000000142492354,108000.0,0.2924540340900421,-0.0032005608081817627,0.00020524287538137287,-5.670735845342278e-07,-0.2927715480327606,25869.658203125,1131.5322265625,58.70449447631836,33.71211242675781,1223.9775390625,4.902050971984863,0.0005000000237487257
-0.7065067291259766,0.0,192.5399932861328,-0.7205612063407898,0.0,191.63157653808594,18.0,0.0003000000142492354,114000.0,0.2944433093070984,0.0019892752170562744,0.0002137149713234976,8.472095942124724e-06,-0.2945587933063507,27524.81640625,1553.2593994140625,61.504364013671875,40.34617614746094,1655.1376953125,3.6250760555267334,0.0005000000237487257
-0.7288935780525208,0.0,194.25999450683594,-0.7226622700691223,0.0,192.0500030517578,19.0,0.0003000000142492354,120000.0,0.3019963204860687,0.007553011178970337,0.0001888953265734017,-2.4819644750095904e-05,-0.3016458749771118,29005.46875,1298.3057861328125,58.44486999511719,123.85340118408203,1480.6322021484375,4.052322864532471,0.0005000000237487257
-0.7264751195907593,0.0,194.02000427246094,-0.7288529276847839,0.0,192.42857360839844,20.0,0.0003000000142492354,126000.0,0.31157299876213074,0.009576678276062012,0.00018029367492999882,-8.601651643402874e-06,-0.31142091751098633,30608.673828125,1508.4425048828125,74.7212142944336,19.99207305908203,1603.1845703125,3.74255108833313,0.0005000000237487257
-0.7300208210945129,0.0,195.0399932861328,-0.7303767800331116,0.0,192.77272033691406,21.0,0.0003000000142492354,132000.0,0.31775081157684326,0.006177812814712524,0.00018425448797643185,3.9608130464330316e-06,-0.3176596760749817,31905.771484375,1214.1190185546875,58.814117431640625,24.101133346557617,1297.06298828125,4.625835418701172,0.0005000000237487257
-0.6807575821876526,0.0,191.72000122070312,-0.6562427878379822,0.0,186.0869598388672,22.0,0.0003000000142492354,138000.0,0.3241817355155945,0.006430923938751221,0.00018529631779529154,1.0418298188596964e-06,-0.3240169584751129,33278.3125,1304.837646484375,61.9552116394043,5.697202682495117,1372.5186767578125,4.371525287628174,0.0005000000237487257
-0.7590590715408325,0.0,197.5800018310547,-0.6664077639579773,0.0,186.6666717529297,23.0,0.0003000000142492354,144000.0,0.33258530497550964,0.008403569459915161,0.00019931433780584484,1.40180200105533e-05,-0.3323456943035126,34807.57421875,1420.6182861328125,61.3513069152832,47.23170852661133,1529.2298583984375,3.9235434532165527,0.0005000000237487257
-0.6777108907699585,0.0,189.47999572753906,-0.6736512780189514,0.0,187.1999969482422,24.0,0.0003000000142492354,150000.0,0.3375440239906311,0.00495871901512146,0.00021654741431120783,1.7233076505362988e-05,-0.3375736176967621,36313.81640625,1413.3724365234375,57.951881408691406,34.871028900146484,1506.22412109375,3.983471155166626,0.0005000000237487257
-0.6402826905250549,0.0,187.17999267578125,-0.6766910552978516,0.0,187.6923065185547,25.0,0.0003000000142492354,156000.0,0.3399936854839325,0.0024496614933013916,0.0002417086943751201,2.5161280063912272e-05,-0.3399207890033722,37813.671875,1409.89111328125,57.88969039916992,32.023193359375,1499.83251953125,4.000446796417236,0.0005000000237487257
-0.6688892841339111,0.0,189.60000610351562,-0.6812955141067505,0.0,188.1481475830078,26.0,0.0003000000142492354,162000.0,0.34542325139045715,0.005429565906524658,0.00021385475702118129,-2.7853937353938818e-05,-0.3451925814151764,38988.2890625,1070.7408447265625,61.618927001953125,42.21016311645508,1174.5980224609375,5.10813045501709,0.0005000000237487257
-0.7030669450759888,0.0,193.17999267578125,-0.6869015097618103,0.0,188.57142639160156,27.0,0.0003000000142492354,168000.0,0.3488045930862427,0.0033813416957855225,0.00024232047144323587,2.846571442205459e-05,-0.34870123863220215,40225.0546875,1146.9647216796875,58.24356460571289,31.507564544677734,1236.7440185546875,4.8514485359191895,0.0005000000237487257
-0.66535484790802,0.0,190.63999938964844,-0.6894656419754028,0.0,188.96551513671875,28.0,0.0003000000142492354,174000.0,0.3512864112854004,0.002481818199157715,0.00024248157569672912,1.6110425349324942e-07,-0.3511643409729004,41541.4609375,1213.3031005859375,58.01557159423828,45.037933349609375,1316.3853759765625,4.55793571472168,0.0005000000237487257
-0.6145656704902649,0.0,187.1199951171875,-0.6916666030883789,0.0,189.3333282470703,29.0,0.0003000000142492354,180000.0,0.352643221616745,0.0013568103313446045,0.00024380254035349935,1.3209646567702293e-06,-0.3520623445510864,42692.5078125,1060.448486328125,58.62205123901367,31.923994064331055,1151.0233154296875,5.212752342224121,0.0005000000237487257
-0.6421897411346436,0.0,189.60000610351562,-0.6946861743927002,0.0,189.6774139404297,30.0,0.0003000000142492354,186000.0,0.3526044487953186,-3.87728214263916e-05,0.00024336474598385394,-4.3779436964541674e-07,-0.35268285870552063,44371.3203125,1587.8304443359375,59.675880432128906,31.25832748413086,1678.7928466796875,3.5739965438842773,0.0005000000237487257
-0.5769296288490295,0.0,182.39999389648438,-0.6979777812957764,0.0,190.0,31.0,0.0003000000142492354,192000.0,0.3517320156097412,-0.0008724331855773926,0.00024850168847478926,5.136942490935326e-06,-0.3515157997608185,45699.01171875,1086.1773681640625,60.185813903808594,181.28192138671875,1327.671875,4.51918888092041,0.0005000000237487257
-0.6311784386634827,0.0,186.77999877929688,-0.7008213996887207,0.0,190.3030242919922,32.0,0.0003000000142492354,198000.0,0.3521151840686798,0.00038316845893859863,0.0002504009462427348,1.899257767945528e-06,-0.351860910654068,46904.4921875,1110.02490234375,59.695980072021484,35.711769104003906,1205.4598388671875,4.977354049682617,0.0005000000237487257
-0.7278797030448914,0.0,193.94000244140625,-0.7044176459312439,0.0,190.58824157714844,33.0,0.0003000000142492354,204000.0,0.3536493182182312,0.0015341341495513916,0.0002578686398919672,7.4676936492323875e-06,-0.3538616895675659,48137.90625,1147.8721923828125,58.737037658691406,26.757259368896484,1233.3946533203125,4.864623069763184,0.0005000000237487257
-0.6347183585166931,0.0,187.77999877929688,-0.7063832879066467,0.0,190.85714721679688,34.0,0.0003000000142492354,210000.0,0.35357674956321716,-7.256865501403809e-05,0.0002676227886695415,9.7541487775743e-06,-0.3540519177913666,49232.58984375,983.3419799804688,82.69275665283203,28.601850509643555,1094.664306640625,5.481132507324219,0.0005000000237487257
-0.628207802772522,0.0,186.4600067138672,-0.7116756439208984,0.0,191.11111450195312,35.0,0.0003000000142492354,216000.0,0.3545686900615692,0.0009919404983520508,0.00027670766576193273,9.084877092391253e-06,-0.35471102595329285,51162.41015625,1718.1556396484375,60.43739318847656,151.1797332763672,1929.8004150390625,3.1091296672821045,0.0005000000237487257
-0.6695062518119812,0.0,189.86000061035156,-0.7136321067810059,0.0,191.35134887695312,36.0,0.0003000000142492354,222000.0,0.3567938506603241,0.002225160598754883,0.0002862722903955728,9.564624633640051e-06,-0.35621941089630127,52628.296875,1357.1334228515625,73.21078491210938,35.49175262451172,1465.8643798828125,4.093148231506348,0.0005000000237487257
-0.5805307626724243,0.0,184.5,-0.7158908247947693,0.0,191.57894897460938,37.0,0.0003000000142492354,228000.0,0.3546512722969055,-0.002142578363418579,0.00029957154765725136,1.3299257261678576e-05,-0.35426875948905945,53741.78125,1021.4276733398438,66.24139404296875,25.766799926757812,1113.46337890625,5.38859224319458,0.0005000000237487257
-0.514671266078949,0.0,175.9199981689453,-0.7194831967353821,0.0,191.7948760986328,38.0,0.0003000000142492354,234000.0,0.35595840215682983,0.0013071298599243164,0.0003182738146279007,1.870226697064936e-05,-0.3555344343185425,55008.49609375,1180.6224365234375,72.37726593017578,13.662797927856445,1266.6910400390625,4.736751079559326,0.0005000000237487257
-0.4832197427749634,0.0,174.47999572753906,-0.7213619947433472,0.0,192.0,39.0,0.0003000000142492354,240000.0,0.3560824692249298,0.00012406706809997559,0.00032882747473195195,1.0553660104051232e-05,-0.3557533025741577,56610.0859375,1512.2015380859375,60.6827507019043,28.660879135131836,1601.5736083984375,3.7463154792785645,0.0005000000237487257
-0.6545040607452393,0.0,188.60000610351562,-0.7224017977714539,0.0,192.19512939453125,40.0,0.0003000000142492354,246000.0,0.3550661504268646,-0.0010163187980651855,0.000316926947562024,-1.1900527169927955e-05,-0.35475489497184753,58007.3046875,1296.3236083984375,60.579166412353516,40.20649719238281,1397.13671875,4.294497489929199,0.0005000000237487257
-0.5583480596542358,0.0,179.63999938964844,-0.7230821251869202,0.0,192.38095092773438,41.0,0.0003000000142492354,252000.0,0.3561256229877472,0.0010594725608825684,0.0003392539802007377,2.2327032638713717e-05,-0.3553867042064667,59558.640625,1459.76953125,60.00157928466797,31.514150619506836,1551.3126220703125,3.867692470550537,0.0005000000237487257
-0.5173264145851135,0.0,175.4199981689453,-0.7238138914108276,0.0,192.55813598632812,42.0,0.0003000000142492354,258000.0,0.3548707365989685,-0.0012548863887786865,0.00032572264899499714,-1.3531331205740571e-05,-0.35463565587997437,60731.20703125,1077.44921875,58.58115005493164,36.48647689819336,1172.5447998046875,5.117075443267822,0.0005000000237487257
-0.5908570885658264,0.0,181.75999450683594,-0.725767195224762,0.0,192.72727966308594,43.0,0.0003000000142492354,264000.0,0.3528609573841095,-0.002009779214859009,0.00034329466870985925,1.7572019714862108e-05,-0.352794349193573,61882.875,1064.9940185546875,58.65510177612305,27.9733943939209,1151.6492919921875,5.209919452667236,0.0005000000237487257
-0.666237473487854,0.0,190.39999389648438,-0.7267386317253113,0.0,192.88888549804688,44.0,0.0003000000142492354,270000.0,0.35129109025001526,-0.0015698671340942383,0.0003379492263775319,-5.345442332327366e-06,-0.35109594464302063,63262.51953125,1286.23828125,66.07135772705078,27.289470672607422,1379.626953125,4.349001884460449,0.0005000000237487257
-0.4631103277206421,0.0,173.94000244140625,-0.7283490896224976,0.0,193.04347229003906,45.0,0.0003000000142492354,276000.0,0.35033056139945984,-0.0009605288505554199,0.00035740958992391825,1.946036354638636e-05,-0.3500836193561554,64396.61328125,1035.488037109375,72.3901596069336,26.16286277770996,1134.068115234375,5.290687561035156,0.0005000000237487257
-0.33456307649612427,0.0,161.77999877929688,-0.6923085451126099,0.0,190.1914825439453,46.0,0.0003000000142492354,282000.0,0.3496289849281311,-0.0007015764713287354,0.00035331916296854615,-4.090426955372095e-06,-0.3492317199707031,65391.75390625,924.7958984375,59.68016815185547,10.617462158203125,995.1217041015625,6.029413223266602,0.0005000000237487257
-0.40535080432891846,0.0,169.55999755859375,-0.6948206424713135,0.0,190.3958282470703,47.0,0.0003000000142492354,288000.0,0.35013964772224426,0.0005106627941131592,0.0003452721575740725,-8.047005394473672e-06,-0.3500109016895294,66584.4921875,1101.931396484375,62.54557800292969,28.223678588867188,1192.7275390625,5.030487060546875,0.0005000000237487257
-0.5091742277145386,0.0,178.5399932861328,-0.6960716247558594,0.0,190.5918426513672,48.0,0.0003000000142492354,294000.0,0.349741667509079,-0.0003979802131652832,0.00035297704744152725,7.704889867454767e-06,-0.3498166501522064,67710.859375,1028.0740966796875,62.47077178955078,35.769493103027344,1126.3427734375,5.326974868774414,0.0005000000237487257
-0.5642049312591553,0.0,180.0,-0.6980059146881104,0.0,190.77999877929688,49.0,0.0003000000142492354,300000.0,0.3521817624568939,0.0024400949478149414,0.00035549013409763575,2.5130866561084986e-06,-0.35195454955101013,69215.578125,1409.5262451171875,59.006961822509766,36.133697509765625,1504.6951904296875,3.987518548965454,0.0005000000237487257
